id	condition	input_sentence	masked	dom_top_fillers	dom_probabilities	dom_dom_prob	dom_def_prob	dom_indef_prob	dom_discrepancy	unmarked_top_fillers	unmarked_probabilities	unmarked_dom_prob	unmarked_def_prob	unmarked_indef_prob	unmarked_discrepancy
134	affected	María transportó (a) un mochilero durante todo el día.	un	['un', 'el', 'su', 'este', 'María']	[0.2183 0.1498 0.1419 0.0649 0.0415]	0.0337	0.1498	0.2183	-0.0685	['el', 'un', 'al', 'su', 'este']	[0.8538 0.0405 0.0321 0.0211 0.0088]	0.0321	0.8538	0.0405	0.8133
135	affected	Lucas arrastró (a) un soldado durante un buen rato.	un	['un', 'la', 'el', 'otro', 'este']	[0.6974 0.0571 0.0437 0.0432 0.0412]	0.0047	0.0571	0.6974	-0.6403	['al', 'el', 'un', 'a', 'del']	[0.8447 0.0774 0.032  0.0201 0.0036]	0.8447	0.0774	0.032	0.045399999999999996
136	affected	Claudia maltrató (a) una compañera durante varios años.	una	['su', 'la', 'una', 'sus', 'sua']	[0.8611 0.0967 0.0132 0.004  0.0039]	0.0009	0.0967	0.0132	0.08349999999999999	['su', 'la', 'a', 'una', 'sua']	[0.8373 0.1008 0.0198 0.0066 0.0041]	0.0198	0.1008	0.0066	0.0942
137	affected	Hugo apaleó (a) un rebelde durante varios minutos.	un	['Hugo', 'la', 'un', 'el', 'lo']	[0.7748 0.0666 0.026  0.0189 0.0164]	0.0057	0.0666	0.026	0.04060000000000001	['al', 'el', 'a', 'Hugo', 'la']	[0.7662 0.1106 0.0424 0.018  0.01  ]	0.7662	0.1106	0.0089	0.1017
138	affected	Carla asedió (a) una contrincante durante bastante tiempo.	una	['su', 'la', 'un', 'Carla', 'el']	[0.5361 0.1517 0.0839 0.048  0.0174]	0.0028	0.1517	0.0839	0.0678	['al', 'el', 'su', 'a', 'la']	[0.6347 0.1028 0.0796 0.0712 0.0304]	0.6347	0.1028	0.0193	0.0835
139	affected	Daniel remolcó (a) un enfermo durante algunos minutos.	un	['Daniel', 'el', 'un', 'lo', 'su']	[0.9164 0.0126 0.0077 0.0073 0.0022]	0.0016	0.0126	0.0077	0.0049	['al', 'el', 'Daniel', 'lo', 'a']	[0.4301 0.2446 0.0597 0.0477 0.0314]	0.4301	0.2446	0.0059	0.23870000000000002
140	affected	Coral guio (a) un turista durante toda la mañana.	un	['la', 'un', 'el', 'al', 'este']	[0.3082 0.3007 0.0584 0.0382 0.0339]	0.0382	0.3082	0.3007	0.007499999999999951	['al', 'el', 'del', 'a', 'la']	[0.8473 0.0792 0.0151 0.0131 0.0084]	0.8473	0.0792	0.0012	0.078
141	non-affected	Carlos vigiló (a) un bebé durante unos minutos.	un	['el', 'su', 'la', 'un', 'Carlos']	[0.2172 0.2148 0.1892 0.1311 0.0808]	0.0173	0.2172	0.1311	0.08610000000000001	['el', 'al', 'un', 'del', 'su']	[0.7954 0.1432 0.0151 0.0111 0.0109]	0.1432	0.7954	0.0151	0.7803
142	non-affected	Irene oyó (a) una niña durante horas.	una	['la', 'una', 'a', 'esta', 'las']	[0.9628 0.0178 0.0019 0.0019 0.0015]	0.0019	0.9628	0.0178	0.945	['la', 'a', 'una', 'al', 'su']	[0.6451 0.2043 0.094  0.0084 0.0051]	0.2043	0.6451	0.094	0.5511
143	non-affected	Pablo tuvo (a) un ayudante durante varios años.	un	['Pablo', 'un', 'su', 'Pedro', 'la']	[0.4015 0.1388 0.0863 0.0286 0.0209]	0.0013	0.0209	0.1388	-0.1179	['un', 'como', 'de', 'el', 'una']	[0.31   0.2595 0.0416 0.0416 0.028 ]	0.0067	0.0416	0.31	-0.26839999999999997
144	non-affected	Isabel vio (a) un estudiante durante toda la mañana.	un	['la', 'un', 'el', 'este', 'una']	[0.7834 0.0622 0.0331 0.0263 0.0245]	0.0037	0.7834	0.0622	0.7212	['al', 'la', 'el', 'un', 'una']	[0.5833 0.1703 0.1558 0.0261 0.0097]	0.5833	0.1703	0.0261	0.1442
145	non-affected	Unai amó (a) una joven durante varios años.	una	['la', 'un', 'el', 'lo', 'una']	[0.6793 0.0668 0.0471 0.0445 0.0374]	0.0078	0.6793	0.0668	0.6125	['a', 'al', 'el', 'la', 'de']	[0.2921 0.2115 0.0969 0.0697 0.0646]	0.2921	0.0969	0.01	0.0869
146	non-affected	Valeria admiró (a) un cantante durante toda su vida.	un	['la', 'una', 'el', 'su', 'Valeria']	[0.9316 0.0145 0.0062 0.0046 0.004 ]	0.0007	0.9316	0.0145	0.9171	['la', 'el', 'al', 'a', 'una']	[0.5312 0.1819 0.1632 0.017  0.0137]	0.1632	0.5312	0.0137	0.5175
147	non-affected	Adrián percibió (a) una mujer durante algunos minutos.	una	['la', 'su', 'una', 'otra', 'esta']	[0.61   0.3247 0.0423 0.0089 0.0033]	0.0001	0.61	0.0423	0.5677	['su', 'la', 'una', 'otra', 'a']	[0.4122 0.301  0.1944 0.0268 0.0131]	0.0131	0.301	0.1944	0.1066
148	non-affected	Emma investigó (a) un político durante varias semanas.	un	['partido', 'vista', 'tema', 'lo', 'tipo']	[0.1128 0.0484 0.0432 0.036  0.0288]	0.0007	0.0002	0.0076	-0.0074	['lo', 'temas', 'poder', 'esto', 'partido']	[0.2728 0.0491 0.0293 0.0235 0.0194]	0.0023	0.0131	0.0137	-0.0005999999999999998
149	non-affected	Ismael encontró (a) un conocido en cuestión de segundos.	un	['un', 'otro', 'lo', 'uno', 'este']	[0.4264 0.1739 0.0641 0.0496 0.0457]	0.002	0.0342	0.4264	-0.3922	['el', 'otro', 'un', 'lo', 'al']	[0.1676 0.1253 0.0909 0.0332 0.0301]	0.0301	0.1676	0.0909	0.0767
150	non-affected	Sofía conoció (a) un chico en un par de días.	un	['un', 'otro', 'este', 'el', 'algún']	[0.9182 0.035  0.02   0.0054 0.0039]	0.0006	0.0054	0.9182	-0.9128000000000001	['al', 'un', 'a', 'el', 'otro']	[0.8683 0.0941 0.0149 0.0119 0.0028]	0.8683	0.0119	0.0941	-0.0822
151	non-affected	Martín detectó (a) un intruso en un par de minutos.	un	['este', 'el', 'un', 'otro', 'lo']	[0.3667 0.1141 0.1097 0.1067 0.1019]	0.0052	0.1141	0.1097	0.004399999999999987	['el', 'este', 'lo', 'al', 'otro']	[0.8201 0.0313 0.0256 0.0248 0.0207]	0.0248	0.8201	0.0162	0.8039000000000001
152	non-affected	Elena localizó (a) una amiga al cabo de dos horas.	una	['su', 'la', 'una', 'otra', 'sua']	[0.6732 0.1378 0.0938 0.0137 0.0122]	0.0005	0.1378	0.0938	0.04400000000000001	['su', 'una', 'la', 'otra', 'sua']	[0.7507 0.1056 0.0721 0.0112 0.0054]	0.0045	0.0721	0.1056	-0.0335
153	non-affected	Alejandro identificó (a) un agresor en menos de dos minutos.	un	['Alejandro', 'un', 'el', 'lo', 'este']	[0.6923 0.1105 0.0326 0.0305 0.0288]	0.0028	0.0326	0.1105	-0.0779	['al', 'como', 'el', 'un', 'a']	[0.4285 0.1964 0.1762 0.0574 0.0307]	0.4285	0.1762	0.0574	0.11879999999999999
154	non-affected	Marta descartó (a) un aspirante en un minuto.	un	['la', 'una', 'un', 'esa', 'su']	[0.4545 0.217  0.1471 0.0247 0.0159]	0.0017	0.4545	0.217	0.23750000000000002	['la', 'una', 'a', 'al', 'un']	[0.2351 0.1959 0.1064 0.1055 0.0952]	0.1064	0.2351	0.1959	0.03920000000000001
155	non-affected	Samuel descubrió (a) un infiltrado en un par de días.	un	['Samuel', 'un', 'otro', 'lo', 'uno']	[0.6431 0.0747 0.0285 0.012  0.0115]	0.0014	0.0096	0.0747	-0.0651	['Samuel', 'el', 'un', 'ser', 'lo']	[0.2158 0.0915 0.0874 0.0725 0.0558]	0.0267	0.0915	0.0874	0.0040999999999999925
156	non-affected	Alba mencionó (a) un actor tras varios minutos de reflexión.	un	['el', 'un', 'al', 'lo', 'su']	[0.3798 0.1358 0.0911 0.0875 0.0732]	0.0911	0.3798	0.1358	0.24400000000000002	['al', 'el', 'del', 'un', 'a']	[0.8393 0.1248 0.0049 0.0044 0.0035]	0.8393	0.1248	0.0044	0.1204
