id	condition	input_sentence	masked	dom_top_fillers	dom_probabilities	dom_dom_prob	dom_def_prob	dom_indef_prob	dom_discrepancy	unmarked_top_fillers	unmarked_probabilities	unmarked_dom_prob	unmarked_def_prob	unmarked_indef_prob	unmarked_discrepancy
10	affected	María transportó (a) un mochilero durante todo el día.	un	['su', 'un', 'este', 'cada', 'ese']	[0.3435 0.2184 0.1993 0.0597 0.041 ]	0.0059	0.0268	0.2184	-0.19160000000000002	['al', 'el', 'a', 'un', 'su']	[0.9592 0.0213 0.0062 0.0047 0.0014]	0.9592	0.0213	0.0047	0.0166
11	affected	Lucas arrastró (a) un soldado durante un buen rato.	un	['su', 'un', 'este', 'la', 'ese']	[0.2908 0.2326 0.1341 0.0855 0.0765]	0.0057	0.0855	0.2326	-0.1471	['al', 'el', 'su', 'un', 'a']	[0.8992 0.0709 0.0058 0.0055 0.0038]	0.8992	0.0709	0.0055	0.0654
12	affected	Claudia maltrató (a) una compañera durante varios años.	una	['su', 'una', 'la', 'esta', 'esa']	[0.9097 0.049  0.0163 0.0109 0.0028]	0.0	0.0163	0.049	-0.03270000000000001	['su', 'a', 'una', 'como', 'la']	[0.7476 0.0646 0.04   0.0394 0.0227]	0.0646	0.0227	0.04	-0.0173
13	affected	Hugo apaleó (a) un rebelde durante varios minutos.	un	['la', 'un', 'los', 'este', 'su']	[0.3153 0.2303 0.0762 0.037  0.0216]	0.0016	0.3153	0.2303	0.08500000000000002	['al', 'el', 'a', 'la', 'un']	[0.942  0.0175 0.0164 0.0122 0.0016]	0.942	0.0175	0.0016	0.0159
14	affected	Carla asedió (a) una contrincante durante bastante tiempo.	una	['su', 'un', 'la', 'una', 'otro']	[0.9714 0.0125 0.0034 0.0022 0.0015]	0.0001	0.0034	0.0125	-0.0091	['al', 'su', 'el', 'un', 'como']	[0.4452 0.4206 0.0307 0.0287 0.0221]	0.4452	0.0307	0.0287	0.0020000000000000018
15	affected	Daniel remolcó (a) un enfermo durante algunos minutos.	un	['un', 'su', 'los', 'la', '[UNK]']	[0.1795 0.0837 0.0633 0.0575 0.0296]	0.0008	0.0633	0.1795	-0.1162	['al', 'el', 'la', 'su', 'a']	[0.5647 0.2043 0.0511 0.05   0.0314]	0.5647	0.2043	0.0105	0.1938
16	affected	Coral guio (a) un turista durante toda la mañana.	un	['cada', 'un', 'la', 'este', 'los']	[0.2889 0.2318 0.2181 0.1094 0.0271]	0.0022	0.2181	0.2318	-0.013700000000000018	['al', 'el', 'de', 'un', 'a']	[0.9411 0.0136 0.0098 0.0068 0.006 ]	0.9411	0.0136	0.0068	0.0068
17	non-affected	Carlos vigiló (a) un bebé durante unos minutos.	un	['la', 'su', 'un', 'los', 'ese']	[0.5578 0.3406 0.028  0.0135 0.0104]	0.0022	0.5578	0.028	0.5297999999999999	['al', 'el', 'del', 'su', 'la']	[0.9441 0.0433 0.0036 0.0034 0.0026]	0.9441	0.0433	0.0008	0.042499999999999996
18	non-affected	Irene oyó (a) una niña durante horas.	una	['la', 'una', 'su', 'esta', 'esa']	[0.959  0.0168 0.0101 0.0041 0.0038]	0.0	0.959	0.0168	0.9421999999999999	['la', 'al', 'a', 'una', 'su']	[0.4162 0.1068 0.0583 0.0488 0.0347]	0.1068	0.4162	0.0488	0.3674
19	non-affected	Pablo tuvo (a) un ayudante durante varios años.	un	['su', 'un', 'este', '[UNK]', 'una']	[0.6066 0.1477 0.0498 0.0216 0.013 ]	0.0002	0.0039	0.1477	-0.1438	['un', 'como', 'su', 'una', 'este']	[0.335  0.1166 0.0942 0.0849 0.0539]	0.0108	0.0102	0.335	-0.32480000000000003
20	non-affected	Isabel vio (a) un estudiante durante toda la mañana.	un	['la', 'un', 'su', 'una', 'cada']	[0.2612 0.2575 0.1474 0.0631 0.0307]	0.0008	0.2612	0.2575	0.003699999999999981	['al', 'el', 'la', 'un', 'su']	[0.7912 0.0419 0.0322 0.0178 0.0126]	0.7912	0.0419	0.0178	0.0241
21	non-affected	Unai amó (a) una joven durante varios años.	una	['la', 'una', 'este', 'un', 'esta']	[0.7048 0.0719 0.0539 0.0474 0.0409]	0.0003	0.7048	0.0719	0.6329	['al', 'la', 'a', 'el', 'muy']	[0.9391 0.024  0.0115 0.0103 0.002 ]	0.9391	0.024	0.0016	0.0224
22	non-affected	Valeria admiró (a) un cantante durante toda su vida.	un	['la', 'esta', 'este', 'su', 'esa']	[0.8416 0.0615 0.0529 0.0229 0.005 ]	0.0004	0.8416	0.0009	0.8407	['al', 'la', 'como', 'el', 'su']	[0.8156 0.0875 0.0242 0.0175 0.012 ]	0.8156	0.0875	0.0005	0.087
23	non-affected	Adrián percibió (a) una mujer durante algunos minutos.	una	['la', 'una', 'su', 'otra', 'esta']	[0.4901 0.3087 0.1083 0.0317 0.0229]	0.0	0.4901	0.3087	0.1814	['la', 'una', 'su', 'a', 'esta']	[0.3681 0.2592 0.0467 0.0462 0.0315]	0.0462	0.3681	0.2592	0.1089
24	non-affected	Emma investigó (a) un político durante varias semanas.	un	['un', 'este', 'ese', 'su', '[UNK]']	[0.2115 0.138  0.0658 0.0438 0.0245]	0.0003	0.0121	0.2115	-0.1994	['al', 'el', 'lo', 'su', 'este']	[0.3265 0.1896 0.1046 0.0275 0.0257]	0.3265	0.1896	0.02	0.1696
25	non-affected	Ismael encontró (a) un conocido en cuestión de segundos.	un	['su', 'un', 'otro', 'este', 'ese']	[0.5901 0.3207 0.0223 0.0154 0.0085]	0.0	0.0005	0.3207	-0.3202	['al', 'un', 'su', 'el', 'otro']	[0.3982 0.1928 0.1498 0.1068 0.0378]	0.3982	0.1068	0.1928	-0.086
26	non-affected	Sofía conoció (a) un chico en un par de días.	un	['un', 'este', 'ese', 'otro', 'su']	[0.4774 0.3377 0.1169 0.0296 0.0094]	0.0001	0.0004	0.4774	-0.477	['al', 'un', 'este', 'el', 'ese']	[0.8884 0.0558 0.0169 0.0161 0.0062]	0.8884	0.0161	0.0558	-0.0397
27	non-affected	Martín detectó (a) un intruso en un par de minutos.	un	['un', 'su', 'otro', 'este', 'ese']	[0.7483 0.0952 0.076  0.0204 0.0096]	0.0003	0.0025	0.7483	-0.7458	['un', 'al', 'otro', 'el', 'a']	[0.4333 0.412  0.0665 0.0616 0.004 ]	0.412	0.0616	0.4333	-0.37170000000000003
28	non-affected	Elena localizó (a) una amiga al cabo de dos horas.	una	['su', 'una', 'la', 'mi', 'sus']	[0.8192 0.0849 0.0674 0.0038 0.0031]	0.0	0.0674	0.0849	-0.0175	['su', 'al', 'la', 'a', 'el']	[0.3745 0.3054 0.1259 0.0505 0.0226]	0.3054	0.1259	0.0199	0.10600000000000001
29	non-affected	Alejandro identificó (a) un agresor en menos de dos minutos.	un	['su', 'un', 'este', 'cada', 'otro']	[0.9606 0.0255 0.0026 0.0017 0.0016]	0.0004	0.0007	0.0255	-0.0248	['al', 'el', 'su', 'un', 'como']	[0.9788 0.008  0.0069 0.0045 0.0005]	0.9788	0.008	0.0045	0.0035000000000000005
30	non-affected	Marta descartó (a) un aspirante en un minuto.	un	['la', 'un', 'su', 'una', 'cada']	[0.5597 0.1072 0.0804 0.0451 0.0441]	0.0009	0.5597	0.1072	0.45249999999999996	['al', 'el', 'la', 'un', 'a']	[0.8501 0.0511 0.0344 0.0132 0.0118]	0.8501	0.0511	0.0132	0.0379
31	non-affected	Samuel descubrió (a) un infiltrado en un par de días.	un	['su', 'un', 'nuestro', 'alguien', 'este']	[0.4081 0.3289 0.1152 0.0405 0.0247]	0.0	0.0005	0.3289	-0.3284	['al', 'un', 'el', 'su', 'nuestro']	[0.591  0.1681 0.0875 0.0476 0.0149]	0.591	0.0875	0.1681	-0.0806
32	non-affected	Alba mencionó (a) un actor tras varios minutos de reflexión.	un	['su', 'este', 'dicho', 'ese', 'un']	[0.3772 0.361  0.0609 0.0438 0.0421]	0.0024	0.0166	0.0421	-0.0255	['al', 'el', 'del', 'ser', 'como']	[0.8525 0.0804 0.02   0.0159 0.0103]	0.8525	0.0804	0.0017	0.0787
